cond,frame,time_s,lap_meanabs,rms_contrast,diff_rms,roi_w,roi_h
C1_linear,0,0.0,0.02357778139412403,0.15914447605609894,0.0,321,586
C1_linear,1,0.016666666666666666,0.023850301280617714,0.1584680676460266,0.0154713811352849,321,586
C1_linear,2,0.03333333333333333,0.023848719894886017,0.15770623087882996,0.015222780406475067,321,586
C1_linear,3,0.05,0.023693276569247246,0.1570298820734024,0.014923272654414177,321,586
C1_linear,4,0.06666666666666667,0.023706868290901184,0.15648876130580902,0.014636512845754623,321,586
C1_linear,5,0.08333333333333333,0.02356802672147751,0.15599486231803894,0.01437364425510168,321,586
C1_linear,6,0.1,0.023485220968723297,0.15562044084072113,0.014149218797683716,321,586
C1_linear,7,0.11666666666666667,0.02343168295919895,0.15508291125297546,0.013896085321903229,321,586
C1_linear,8,0.13333333333333333,0.02341308631002903,0.15470191836357117,0.01367088221013546,321,586
C1_linear,9,0.15,0.023301133885979652,0.1542065143585205,0.013486695475876331,321,586
C1_linear,10,0.16666666666666666,0.023148030042648315,0.1536969095468521,0.013267113827168941,321,586
C1_linear,11,0.18333333333333332,0.022927502170205116,0.15349481999874115,0.01303698681294918,321,586
C1_linear,12,0.2,0.022987212985754013,0.15322498977184296,0.012844204902648926,321,586
C1_linear,13,0.21666666666666667,0.022990047931671143,0.15302374958992004,0.012700801715254784,321,586
C1_linear,14,0.23333333333333334,0.02305508777499199,0.1527533233165741,0.012540509924292564,321,586
C1_linear,15,0.25,0.022776396945118904,0.15253162384033203,0.012459605000913143,321,586
C1_linear,16,0.26666666666666666,0.022526727989315987,0.15220260620117188,0.01225016638636589,321,586
C1_linear,17,0.2833333333333333,0.022442499175667763,0.15197908878326416,0.012070980854332447,321,586
C1_linear,18,0.3,0.02229815348982811,0.15179046988487244,0.011926460079848766,321,586
C1_linear,19,0.31666666666666665,0.022431327030062675,0.1515834927558899,0.011846637353301048,321,586
C1_linear,20,0.3333333333333333,0.022357692942023277,0.15141086280345917,0.011728553101420403,321,586
C1_linear,21,0.35,0.022456010803580284,0.15119998157024384,0.01164592057466507,321,586
C1_linear,22,0.36666666666666664,0.0222774725407362,0.15107762813568115,0.011515900492668152,321,586
C1_linear,23,0.38333333333333336,0.022579679265618324,0.1509547084569931,0.011460426263511181,321,586
C1_linear,24,0.4,0.0225193053483963,0.15083001554012299,0.01136993058025837,321,586
C1_linear,25,0.4166666666666667,0.022631380707025528,0.15077219903469086,0.011305877938866615,321,586
C1_linear,26,0.43333333333333335,0.022404978051781654,0.1506592333316803,0.011256564408540726,321,586
C1_linear,27,0.45,0.022415902465581894,0.15066580474376678,0.011158249340951443,321,586
C1_linear,28,0.4666666666666667,0.022272134199738503,0.15057408809661865,0.011105071753263474,321,586
C1_linear,29,0.48333333333333334,0.02224144898355007,0.15056529641151428,0.011067083105444908,321,586
C1_linear,30,0.5,0.022119008004665375,0.15070588886737823,0.0,322,586
C1_linear,31,0.5166666666666667,0.022269636392593384,0.15086188912391663,0.0,321,586
C1_linear,32,0.5333333333333333,0.022184908390045166,0.15095897018909454,0.011046906933188438,321,586
C1_linear,33,0.55,0.0222710482776165,0.1509096622467041,0.011044900864362717,321,586
C1_linear,34,0.5666666666666667,0.022338178008794785,0.1510554701089859,0.011047784239053726,321,586
C1_linear,35,0.5833333333333334,0.022258542478084564,0.1511904001235962,0.011085604317486286,321,586
C1_linear,36,0.6,0.02258993498980999,0.15128116309642792,0.011135957203805447,321,586
C1_linear,37,0.6166666666666667,0.022472938522696495,0.1514313966035843,0.011188790202140808,321,586
C1_linear,38,0.6333333333333333,0.022413985803723335,0.15161749720573425,0.011231744661927223,321,586
C1_linear,39,0.65,0.022415148094296455,0.15173178911209106,0.011267581954598427,321,586
C1_linear,40,0.6666666666666666,0.022544989362359047,0.15190036594867706,0.011369789950549603,321,586
C1_linear,41,0.6833333333333333,0.022614704445004463,0.152081698179245,0.011432921513915062,321,586
C1_linear,42,0.7,0.022527601569890976,0.15222761034965515,0.01155100204050541,321,586
C1_linear,43,0.7166666666666667,0.022540109232068062,0.15252968668937683,0.011649413034319878,321,586
C1_linear,44,0.7333333333333333,0.022681917995214462,0.1528417319059372,0.011776233091950417,321,586
C1_linear,45,0.75,0.022969450801610947,0.15299105644226074,0.011913379654288292,321,586
C1_linear,46,0.7666666666666667,0.023034408688545227,0.15334749221801758,0.01210305280983448,321,586
C1_linear,47,0.7833333333333333,0.02303924225270748,0.15368938446044922,0.012253742665052414,321,586
C1_linear,48,0.8,0.022996213287115097,0.15406596660614014,0.012429684400558472,321,586
C1_linear,49,0.8166666666666667,0.022859789431095123,0.1544143408536911,0.012598810717463493,321,586
C1_linear,50,0.8333333333333334,0.02311721444129944,0.15486426651477814,0.012851346284151077,321,586
C1_linear,51,0.85,0.02326277270913124,0.155331090092659,0.013084259815514088,321,586
C1_linear,52,0.8666666666666667,0.023338953033089638,0.15585416555404663,0.013400187715888023,321,586
C1_linear,53,0.8833333333333333,0.02344994619488716,0.15653406083583832,0.01364894025027752,321,586
C1_linear,54,0.9,0.02338048443198204,0.1571146845817566,0.013958941213786602,321,586
